Race,Driver,High_Throttle_Pct,Brake_Duration_Per_Km,Avg_Speed_Std
Monaco,VER,32.52595155709342,0.07537368395424686,59.84053310582476
Monaco,LEC,37.52181500872601,0.09130609571527314,61.27000330910548
Monaco,ALO,32.41379310344827,0.0854906668189475,61.438805314816996
Monza,VER,63.84976525821596,0.027768827656903094,65.96945233540445
Monza,LEC,64.33021806853583,0.02630679476504696,74.91643676681434
Monza,ALO,64.77794793261869,0.024526610062041213,72.31126009364918
Silverstone,VER,64.02877697841727,0.02331368818590698,65.74867203179203
Silverstone,LEC,58.86524822695035,0.02809245999029138,73.81034484648195
Silverstone,ALO,59.57446808510638,0.023726795005933644,73.59077788032738
