Distance,Speed,Throttle,Brake,RPM,DRS,Race,Driver,LapNumber
0.029496051571176185,309.6874992,100.0,False,11012.8437048,0,Monza,VER,33.0
8.92797874351548,310.3312496,100.0,False,11049.2156024,0,Monza,VER,33.0
18.202777777777783,311.0,100.0,False,11087.0,0,Monza,VER,33.0
24.461393531087865,311.6,100.0,False,11100.4,0,Monza,VER,33.0
43.65930959297151,313.43333333333334,100.0,False,11141.344444444445,0,Monza,VER,33.0
49.602777777777774,314.0,100.0,False,11154.0,0,Monza,VER,33.0
67.10277777777779,315.0,100.0,False,11169.0,0,Monza,VER,33.0
81.14722222222224,316.0,100.0,False,11230.0,0,Monza,VER,33.0
85.82054167025034,316.44166613333334,100.0,False,11235.888881777777,0,Monza,VER,33.0
92.80886434219035,317.1,100.0,False,11244.666666666666,0,Monza,VER,33.0
107.01329119575308,318.43333333333334,100.0,False,11262.444444444445,0,Monza,VER,33.0
113.04722222222225,319.0,100.0,False,11270.0,0,Monza,VER,33.0
126.52319386402951,319.0,100.0,False,11277.125,0,Monza,VER,33.0
141.4027777777778,319.0,100.0,False,11285.0,0,Monza,VER,33.0
155.58055555555558,319.0,100.0,False,11285.0,0,Monza,VER,33.0
160.2102115347966,319.4875,100.0,False,11296.2125,0,Monza,VER,33.0
184.20277777777778,322.0,100.0,False,11354.0,0,Monza,VER,33.0
188.8536289168983,322.0,100.0,False,11366.35,0,Monza,VER,33.0
198.5138888888889,322.0,100.0,False,11392.0,0,Monza,VER,33.0
213.9595621783978,322.86,100.0,False,11418.23,0,Monza,VER,33.0
234.5138888888889,324.0,100.0,False,11453.0,0,Monza,VER,33.0
248.23527705255862,324.54285714285714,100.0,False,11473.628571428571,0,Monza,VER,33.0
259.79166666666674,325.0,100.0,False,11491.0,0,Monza,VER,33.0
281.45833333333337,325.0,100.0,False,11513.0,0,Monza,VER,33.0
289.78419720496663,325.575,100.0,False,11508.4,0,Monza,VER,33.0
295.94722222222225,326.0,100.0,False,11505.0,0,Monza,VER,33.0
307.93259469926153,326.33,100.0,False,11510.17,0,Monza,VER,33.0
399.39106692128524,328.83,100.0,False,11549.336666666666,0,Monza,VER,33.0
405.61388888888894,329.0,100.0,False,11552.0,0,Monza,VER,33.0
426.81815325899436,329.0,100.0,False,11451.466666666667,0,Monza,VER,33.0
427.5472222222222,329.0,100.0,False,11448.0,0,Monza,VER,33.0
449.34722222222223,327.0,100.0,False,11499.0,0,Monza,VER,33.0
452.24761964302434,326.9,100.0,False,11506.8,0,Monza,VER,33.0
455.8716218792458,326.775,100.0,False,11516.55,0,Monza,VER,33.0
477.60028273226624,326.025,100.0,False,11575.05,0,Monza,VER,33.0
478.32500000000005,326.0,100.0,False,11577.0,0,Monza,VER,33.0
497.630983148537,326.0,100.0,False,11538.3937616,0,Monza,VER,33.0
507.30277777777786,326.0,100.0,False,11519.0,0,Monza,VER,33.0
521.077334218649,324.72500053333334,100.0,False,11511.3500032,0,Monza,VER,33.0
528.9027777777778,324.0,100.0,False,11507.0,0,Monza,VER,33.0
550.5027777777779,324.0,100.0,False,11501.0,0,Monza,VER,33.0
558.7662252037505,323.74444444444447,100.0,False,11493.077777777778,0,Monza,VER,33.0
573.2030199218706,323.2972224,100.0,False,11479.2138944,0,Monza,VER,33.0
582.8027777777779,323.0,100.0,False,11470.0,0,Monza,VER,33.0
587.4712139716429,323.0,100.0,False,11457.0,0,Monza,VER,33.0
600.7472222222224,323.0,100.0,False,11420.0,0,Monza,VER,33.0
621.4935054884818,321.25250048,100.0,False,11354.76001792,0,Monza,VER,33.0
635.5935957885017,320.06,100.0,False,11310.24,0,Monza,VER,33.0
636.3027777777779,320.0,100.0,False,11308.0,0,Monza,VER,33.0
657.5694444444446,319.0,100.0,False,11330.0,0,Monza,VER,33.0
658.6326173740175,318.95,100.0,False,11326.55,0,Monza,VER,33.0
678.7694444444446,318.0,100.0,False,11261.0,0,Monza,VER,33.0
681.5663804450774,317.3777777777778,91.2,False,11233.266666666666,0,Monza,VER,33.0
709.0947924676053,311.1749987555556,3.474982400000002,False,10956.799944533333,0,Monza,VER,33.0
709.8694444444445,311.0,1.0,False,10949.0,0,Monza,VER,33.0
727.0361111111113,309.0,0.0,False,10949.0,0,Monza,VER,33.0
741.4836284107523,302.55,0.0,False,10723.68,0,Monza,VER,33.0
759.7027777777778,294.0,0.0,True,10425.0,0,Monza,VER,33.0
760.6161747565799,292.95,0.0,True,10383.8,0,Monza,VER,33.0
775.0937610208795,275.5374944,0.0,True,9700.566446933333,0,Monza,VER,33.0
792.7049300139637,252.7874944,0.0,True,8807.899780266667,0,Monza,VER,33.0
793.3027777777778,252.0,0.0,True,8777.0,0,Monza,VER,33.0
805.8048831175262,236.0,0.0,True,8913.8,0,Monza,VER,33.0
808.7694444444445,232.0,0.0,True,8948.0,0,Monza,VER,33.0
810.639547186741,228.8999936,0.0,True,8952.317866057143,0,Monza,VER,33.0
824.6361111111112,204.0,0.0,True,8987.0,0,Monza,VER,33.0
828.5068677862212,199.62857142857143,0.0,True,9158.514285714286,0,Monza,VER,33.0
839.1805555555557,187.0,0.0,True,9654.0,0,Monza,VER,33.0
847.9501944307933,164.92000000000002,0.0,True,10335.6,0,Monza,VER,33.0
848.2916666666667,164.0,0.0,True,10364.0,0,Monza,VER,33.0
849.6382165304176,161.25714285714287,0.0,True,10356.8,0,Monza,VER,33.0
859.1805555555557,140.0,0.0,True,10301.0,0,Monza,VER,33.0
859.6154470607436,139.16,0.0,True,10224.98,0,Monza,VER,33.0
